Communication_link,Power_save_mechanism,Generated_traffic,Transport_protocol,Packets_per_second,Sta_count,Uplink_delay,Downlink_delay,Uplink_pcktloss,Downlink_pcktloss,Uplink_thrpt,Downlink_thrpt,sta_nrg,ap_nrg,sta_overhead,ap_overhead
Duplex,TWT,Poisson,TCP,50.0,2,8.2945,8.735,1.31053,0.00907963,7.58024,4.63645,86.0052,427.469,8.75496,29.664
Up Link,PSM,Periodic,TCP,40.0,2,157.96,0.0,,0.0,1.23697,0.0,66.4582,416.849,6.05217,17.7256
Down Link,PSM,Poisson,UDP,10.0,5,0.0,5022.09,0.0,,0.0,1.47124,83.2896,424.062,15.5506,40.4626
Duplex,TWT,Full Buffer,TCP,50.0,3,14.1973,57.4557,0.576909,0.00331373,4.11246,12.6374,69.9071,421.734,3.44898,11.1406
Down Link,PSM,Periodic,TCP,10.0,4,0.0,55.0033,0.0,,0.0,0.357643,58.7537,416.783,4.51148,13.9363
Up Link,Active,Periodic,TCP,20.0,2,0.2605,0.0,,0.0,8.66435,0.0,109.906,432.911,23.9582,64.8564
Duplex,PSM,Poisson,TCP,30.0,2,123.943,51.0195,0.0481,0.12964,1.08363,0.607076,64.5846,417.481,5.62175,16.7054
Duplex,TWT,Full Buffer,UDP,50.0,5,4727.78,917.969,92.6109,70.065,15.4698,4.86006,107.875,448.573,4.28986,28.7671
Down Link,PSM,Poisson,TCP,10.0,3,0.0,42.993,0.0,,0.0,0.426031,58.0105,416.558,4.33671,13.2654
Down Link,PSM,Poisson,UDP,20.0,2,0.0,5301.6,0.0,,0.0,1.93516,80.2022,419.553,9.87881,24.0625
Down Link,PSM,Poisson,TCP,30.0,4,0.0,55.6302,0.0,,0.0,0.365336,58.2886,416.548,4.28107,13.4344
Up Link,TWT,Full Buffer,UDP,20.0,2,3761.01,0.0,,0.0,37.0165,0.0,119.411,423.82,3.36426,11.7735
Duplex,PSM,Periodic,UDP,40.0,2,4570.88,5290.63,62.8916,43.4517,4.93298,2.09224,92.1417,421.76,11.2187,27.8937
Duplex,Active,Full Buffer,TCP,30.0,5,4.709,96.6996,0.162546,0.023483,8.39356,10.646,146.187,463.895,8.93513,26.3188
Up Link,PSM,Poisson,TCP,40.0,1,37.657,0.0,,0.0,2.28281,0.0,61.2659,416.151,5.02444,14.036
Down Link,PSM,Full Buffer,UDP,20.0,5,0.0,646.777,0.0,,0.0,3.48026,89.0666,430.351,15.3961,40.0836
Down Link,TWT,Periodic,TCP,10.0,1,0.0,8.206,0.0,,0.0,12.7555,74.7471,426.255,8.73225,21.2755
Down Link,TWT,Periodic,TCP,40.0,5,0.0,6.981,0.0,,0.0,2.19767,76.0806,426.621,5.15934,31.1105
Duplex,Active,Full Buffer,TCP,40.0,5,5.321,98.6018,0.179625,0.0214898,8.50713,10.3901,146.612,463.008,8.93557,26.3021
Down Link,Active,Full Buffer,TCP,30.0,4,0.0,45.1542,0.0,,0.0,22.0497,136.544,483.057,11.3394,32.5878
Duplex,PSM,Full Buffer,UDP,20.0,5,1543.16,933.551,102.365,98.0531,19.1479,1.49214,81.1016,416.999,3.08481,13.0306
Up Link,PSM,Poisson,TCP,10.0,2,114.658,0.0,,0.0,1.0756,0.0,63.2058,416.471,5.16441,15.7355
Duplex,PSM,Full Buffer,TCP,30.0,5,50.9938,108.072,0.374179,0.129929,0.993172,3.37141,68.6369,420.044,3.99404,13.5144
Down Link,Active,Periodic,UDP,40.0,1,0.0,0.142,0.0,,0.0,10.7671,88.3386,427.961,12.5478,25.9993
Down Link,PSM,Periodic,UDP,40.0,4,0.0,5543.17,0.0,,0.0,1.56131,82.2814,422.652,13.7452,35.3417
Up Link,Active,Full Buffer,TCP,40.0,5,14.9886,0.0,,0.0,17.6004,0.0,150.922,433.312,8.25011,24.814
Down Link,Active,Full Buffer,UDP,20.0,2,0.0,1116.54,0.0,,0.0,57.3563,144.255,491.983,8.22575,20.5072
Up Link,PSM,Poisson,TCP,50.0,1,71.867,0.0,,0.0,2.2479,0.0,65.2454,416.188,5.7516,15.0265
Down Link,PSM,Periodic,TCP,40.0,2,0.0,34.2805,0.0,,0.0,0.644107,56.4228,416.202,4.12993,12.2637
Duplex,Active,Poisson,TCP,40.0,2,0.825,0.8485,0.0171651,0.0148184,7.85039,5.46578,115.765,439.185,23.8303,65.2324
Up Link,PSM,Periodic,TCP,50.0,5,161.49,0.0,,0.0,0.908715,0.0,76.6664,418.379,6.13793,25.994
Duplex,PSM,Periodic,TCP,50.0,1,58.582,27.753,0.0976443,0.00933445,1.55246,1.19492,60.4589,416.515,4.45976,12.469
Up Link,PSM,Full Buffer,TCP,50.0,4,34.5457,0.0,,0.0,2.54385,0.0,67.2836,416.724,3.74864,12.3387
Down Link,Active,Periodic,TCP,30.0,4,0.0,0.5185,0.0,,0.0,2.79768,90.7484,432.951,16.5924,47.5404
Down Link,TWT,Poisson,TCP,20.0,1,0.0,7.569,0.0,,0.0,11.1719,72.8261,424.722,8.1483,20.0741
Duplex,Active,Poisson,UDP,50.0,4,0.6085,0.731,0.110306,0.0171264,4.13776,2.67586,104.413,435.47,19.0128,55.7442
Duplex,TWT,Poisson,TCP,50.0,5,10.0714,7.7762,0.703997,0.0375589,3.1629,2.13799,88.1001,433.971,7.50536,47.9618
Duplex,TWT,Poisson,UDP,50.0,2,8.2015,10.3015,1.00557,0.0,8.17661,5.37972,88.0734,427.507,7.54006,25.8649
Up Link,Active,Poisson,UDP,10.0,2,0.1875,0.0,,0.0,9.61112,0.0,104.716,423.9,13.9437,45.1777
Duplex,TWT,Poisson,UDP,30.0,5,12.2652,8.9908,0.833858,0.0932154,3.37487,2.15976,86.5118,430.185,5.51102,34.1503
Down Link,PSM,Full Buffer,TCP,20.0,5,0.0,63.0682,0.0,,0.0,1.82335,63.6737,421.68,4.08414,12.8353
Up Link,TWT,Full Buffer,UDP,20.0,1,3124.61,0.0,,0.0,45.5051,0.0,114.587,420.185,3.18685,10.2858
Down Link,PSM,Periodic,UDP,30.0,3,0.0,5408.99,0.0,,0.0,1.72548,81.3379,421.27,11.9455,30.0961
Down Link,TWT,Full Buffer,TCP,50.0,5,0.0,13.7082,0.0,,0.0,15.5985,92.6564,478.722,6.12502,41.086
Down Link,TWT,Full Buffer,TCP,40.0,1,0.0,9.892,0.0,,0.0,30.7848,86.4894,438.193,7.71981,19.4515
Up Link,Active,Poisson,UDP,50.0,5,0.2246,0.0,,0.0,3.22734,0.0,92.3173,422.48,12.2737,39.7006
Up Link,TWT,Poisson,TCP,50.0,3,7.11533,0.0,,0.0,5.60527,0.0,84.9232,422.645,8.28369,34.9274
Up Link,PSM,Poisson,TCP,10.0,4,179.315,0.0,,0.0,1.10168,0.0,78.4245,418.476,7.42392,26.7485
Down Link,PSM,Full Buffer,TCP,40.0,4,0.0,48.885,0.0,,0.0,2.24463,65.625,421.579,3.82752,12.4141
Up Link,Active,Full Buffer,TCP,40.0,3,12.4007,0.0,,0.0,30.6092,0.0,163.818,433.325,7.55918,22.292
Duplex,TWT,Poisson,TCP,50.0,3,7.365,8.03167,0.183859,0.00742797,5.23902,3.63727,88.4498,431.11,9.2766,40.2492
Down Link,PSM,Periodic,TCP,20.0,4,0.0,60.2715,0.0,,0.0,0.338264,58.1949,416.658,4.43245,13.6841
Duplex,Active,Poisson,UDP,10.0,5,0.924,1.5154,0.0459992,0.0148724,3.8342,2.52453,107.429,438.819,20.9214,62.0311
Down Link,Active,Periodic,UDP,50.0,4,0.0,0.1575,0.0,,0.0,2.67275,84.207,428.01,10.0045,26.286
Duplex,TWT,Full Buffer,TCP,20.0,3,14.891,55.7793,0.73323,0.00353338,4.03568,12.1964,69.1852,421.296,3.46166,11.3265
Duplex,PSM,Full Buffer,TCP,40.0,3,120.211,77.493,0.0,0.185539,1.71013,1.71196,68.3949,419.798,4.10386,13.2245
Up Link,Active,Full Buffer,TCP,30.0,1,4.793,0.0,,0.0,104.891,0.0,218.273,434.854,6.80696,18.5037
Up Link,PSM,Poisson,UDP,30.0,2,0.181,0.0,,0.0,8.19805,0.0,85.7142,422.545,8.51107,39.8146
Down Link,Active,Periodic,UDP,10.0,3,0.0,0.197333,0.0,,0.0,4.20338,86.6147,430.421,11.6375,29.3664
Up Link,TWT,Periodic,UDP,20.0,4,7.0015,0.0,,0.0,4.25588,0.0,79.1541,418.861,4.24915,20.6638
Up Link,Active,Periodic,UDP,40.0,4,0.258,0.0,,0.0,4.05076,0.0,93.8133,422.546,12.3893,39.9911
Down Link,Active,Full Buffer,UDP,50.0,2,0.0,1121.35,0.0,,0.0,57.2557,144.105,491.818,8.19204,20.4443
Down Link,Active,Full Buffer,TCP,20.0,3,0.0,32.4577,0.0,,0.0,29.8236,138.072,483.138,11.2486,31.6085
Up Link,Active,Periodic,UDP,20.0,2,0.1965,0.0,,0.0,8.49799,0.0,101.322,422.876,12.7268,41.1604
Up Link,PSM,Poisson,UDP,30.0,2,0.2,0.0,,0.0,8.55119,0.0,86.9805,422.904,9.02175,41.2602
Duplex,Active,Full Buffer,UDP,40.0,1,1790.99,4876.7,88.6277,59.3106,86.8476,28.2143,209.651,444.597,5.93487,16.1402
Up Link,PSM,Poisson,UDP,20.0,5,0.24,0.0,,0.0,3.38753,0.0,80.3433,422.863,6.00647,41.1596
Up Link,Active,Full Buffer,UDP,10.0,4,4843.52,0.0,,0.0,26.8071,0.0,159.033,428.016,4.91145,15.2342
Duplex,PSM,Poisson,TCP,40.0,5,274.402,94.1782,0.0919024,0.317763,0.459535,0.286827,67.159,418.221,6.04219,20.4055
Duplex,Active,Full Buffer,UDP,20.0,4,5515.45,8022.25,98.2299,56.3944,23.1775,2.25305,157.79,433.414,5.40907,16.4023
Up Link,Active,Full Buffer,UDP,30.0,4,4857.93,0.0,,0.0,27.1933,0.0,160.213,429.54,4.86418,15.3088
Down Link,PSM,Periodic,TCP,30.0,5,0.0,70.5748,0.0,,0.0,0.270161,59.1309,416.657,4.41504,13.8921
Duplex,Active,Periodic,TCP,50.0,2,0.6,1.0095,0.010665,0.00356754,8.16688,5.4536,116.933,440.243,24.6261,67.0642
Down Link,PSM,Periodic,TCP,40.0,2,0.0,36.007,0.0,,0.0,0.555033,57.2763,416.312,4.15731,12.4779
Duplex,Active,Full Buffer,TCP,40.0,1,3.662,17.34,0.0366632,0.00263882,49.434,52.7172,182.831,462.084,8.44321,21.4564
Down Link,Active,Poisson,TCP,20.0,2,0.0,0.3365,0.0,,0.0,5.53341,94.5377,432.555,17.158,46.5758
Down Link,TWT,Poisson,TCP,30.0,1,0.0,7.935,0.0,,0.0,11.6419,72.9041,424.858,8.02619,19.8091
Duplex,PSM,Poisson,TCP,20.0,5,235.693,100.355,0.019656,0.266557,0.4294,0.298252,67.1235,418.199,5.94767,20.2229
Up Link,PSM,Periodic,UDP,40.0,4,0.269,0.0,,0.0,4.04854,0.0,81.3754,422.494,6.41104,39.6771
Down Link,PSM,Poisson,UDP,20.0,4,0.0,5097.52,0.0,,0.0,1.60312,82.4603,422.871,13.8999,35.6828
Down Link,Active,Periodic,UDP,40.0,3,0.0,0.193,0.0,,0.0,3.60347,84.774,428.13,10.34,26.3709
Down Link,TWT,Full Buffer,UDP,10.0,2,0.0,618.294,0.0,,0.0,31.9439,94.4888,459.145,6.30912,19.9938
Up Link,TWT,Full Buffer,TCP,20.0,4,21.8295,0.0,,0.0,4.69622,0.0,69.7914,417.311,1.66074,10.9905
Duplex,PSM,Periodic,UDP,10.0,2,4502.85,4411.3,66.928,36.8522,6.07976,2.20349,95.9937,422.618,11.6527,29.0733
Up Link,PSM,Poisson,TCP,10.0,3,42.4243,0.0,,0.0,0.893714,0.0,61.21,416.56,5.10301,15.6113
Duplex,TWT,Full Buffer,TCP,10.0,4,25.9187,70.3598,0.851805,0.00387612,2.80483,9.23721,68.7311,421.173,3.35099,10.9146
Down Link,TWT,Periodic,TCP,20.0,1,0.0,7.984,0.0,,0.0,11.2983,72.3963,424.54,7.76745,19.2864
Duplex,Active,Periodic,TCP,30.0,3,0.789,1.11167,0.0259313,0.0120589,5.58962,3.72983,114.343,441.853,26.5151,75.2977
Down Link,TWT,Periodic,TCP,50.0,3,0.0,7.02367,0.0,,0.0,3.62939,74.5236,425.687,7.06936,28.6083
Down Link,PSM,Periodic,UDP,20.0,4,0.0,5351.65,0.0,,0.0,1.57947,82.3682,422.747,13.8443,35.5403
Down Link,Active,Poisson,UDP,30.0,5,0.0,0.1978,0.0,,0.0,2.21097,84.2645,428.466,10.088,26.9406
Down Link,Active,Periodic,UDP,50.0,4,0.0,0.166,0.0,,0.0,2.67427,84.2239,428.031,10.0226,26.3167
Down Link,TWT,Periodic,UDP,10.0,2,0.0,7.235,0.0,,0.0,6.29914,76.225,425.575,7.45093,22.677
Up Link,Active,Full Buffer,UDP,30.0,5,5810.59,0.0,,0.0,21.1006,0.0,153.516,428.359,5.0261,15.6466
Down Link,Active,Periodic,UDP,40.0,3,0.0,0.176667,0.0,,0.0,3.59567,84.7544,428.105,10.3285,26.3356
Down Link,TWT,Poisson,UDP,20.0,4,0.0,7.0755,0.0,,0.0,2.88385,79.2492,425.241,5.86493,23.3375
Down Link,TWT,Poisson,UDP,10.0,1,0.0,7.86,0.0,,0.0,12.3224,70.9603,424.603,8.59151,19.0101
Duplex,PSM,Periodic,TCP,50.0,4,246.858,144.464,0.00922935,0.329637,0.487267,0.396338,67.3361,418.252,6.10521,20.0164
Duplex,Active,Periodic,UDP,30.0,2,0.474,0.722,0.0129329,0.00345116,8.23566,5.49165,110.622,434.685,18.4364,51.8607
Down Link,TWT,Periodic,UDP,10.0,3,0.0,7.01167,0.0,,0.0,4.1989,79.0281,425.91,6.65548,24.1349
Duplex,Active,Poisson,UDP,20.0,1,0.423,0.404,0.0,0.00176991,16.2277,10.6681,120.644,433.097,18.1715,46.5705
Up Link,PSM,Full Buffer,UDP,30.0,5,813.317,0.0,,0.0,17.4032,0.0,102.137,430.335,6.21671,55.456
Up Link,PSM,Poisson,UDP,50.0,4,0.2195,0.0,,0.0,3.97301,0.0,80.4878,422.332,6.18634,39.0648
Duplex,TWT,Periodic,TCP,30.0,1,3.827,4.82,0.856572,0.0,3.45998,10.9157,67.2086,417.59,6.31256,16.5117
Down Link,PSM,Poisson,UDP,30.0,1,0.0,0.142,0.0,,0.0,12.9545,77.484,416.172,6.59712,15.5092
Up Link,Active,Poisson,TCP,50.0,5,0.6026,0.0,,0.0,3.26156,0.0,98.5785,431.294,21.0454,61.2723
Up Link,PSM,Periodic,UDP,10.0,1,0.159,0.0,,0.0,18.9135,0.0,106.33,423.764,13.7526,44.5794
Down Link,PSM,Periodic,UDP,40.0,2,0.0,5275.88,0.0,,0.0,1.94793,80.2082,419.563,9.87967,24.1056
Duplex,TWT,Full Buffer,UDP,40.0,3,5525.14,714.315,96.4718,66.8201,23.9408,4.17718,115.577,440.24,5.12933,24.0026
Duplex,PSM,Poisson,UDP,40.0,3,4568.97,5494.41,50.7556,58.0145,2.34731,1.80232,92.1907,423.557,13.2085,33.924
Down Link,Active,Poisson,UDP,30.0,5,0.0,0.196,0.0,,0.0,2.1812,84.1607,428.323,10.0214,26.7532
Up Link,PSM,Poisson,TCP,10.0,4,106.776,0.0,,0.0,0.590856,0.0,64.3759,416.678,5.14619,16.6998
Duplex,TWT,Periodic,TCP,50.0,4,7.0785,7.561,0.0662699,0.0176988,4.08919,2.72347,89.4537,433.427,8.13944,49.041
Down Link,PSM,Poisson,TCP,20.0,2,0.0,32.123,0.0,,0.0,0.603453,57.4115,416.463,4.26227,12.8587
Up Link,TWT,Poisson,TCP,50.0,3,7.01067,0.0,,0.0,5.26175,0.0,83.7581,422.303,8.15303,33.9133
Down Link,PSM,Periodic,TCP,30.0,4,0.0,61.9042,0.0,,0.0,0.328666,58.7519,416.615,4.37446,13.6039
Duplex,PSM,Full Buffer,TCP,50.0,4,115.713,98.9123,0.361152,0.0892033,1.33847,4.42901,70.3108,420.354,4.52922,15.1478
Down Link,PSM,Full Buffer,UDP,20.0,3,0.0,695.998,0.0,,0.0,4.97114,86.8531,427.242,11.7336,29.6085
Duplex,Active,Full Buffer,UDP,40.0,5,6327.7,4081.05,102.281,55.9267,18.7258,1.0307,152.117,431.384,5.18649,16.1679
Duplex,Active,Poisson,UDP,40.0,2,0.455,0.602,0.0157895,0.0017215,8.26972,5.39831,110.565,434.846,18.7531,52.5912
Down Link,TWT,Periodic,TCP,30.0,1,0.0,7.802,0.0,,0.0,11.1221,72.6028,424.602,7.98798,19.707
Up Link,Active,Periodic,TCP,50.0,5,0.6786,0.0,,0.0,3.26438,0.0,98.6313,430.616,20.629,60.1432
Duplex,Active,Periodic,TCP,50.0,5,1.9958,2.2494,0.0798509,0.0975307,3.26588,2.1762,107.878,440.128,24.0655,70.5123
Duplex,Active,Full Buffer,UDP,20.0,4,5123.81,3146.67,101.964,51.5144,25.6286,2.13071,157.706,431.258,5.03116,15.6368
Up Link,Active,Periodic,TCP,10.0,3,0.631,0.0,,0.0,6.42969,0.0,107.135,432.871,23.4151,66.417
Duplex,Active,Periodic,UDP,30.0,3,0.893333,1.24167,0.0492018,0.0293663,5.48637,3.65275,105.646,434.592,17.8878,51.6887
Up Link,PSM,Periodic,TCP,50.0,3,111.128,0.0,,0.0,0.634216,0.0,62.1827,416.279,4.74066,14.9342
Duplex,Active,Full Buffer,TCP,30.0,4,4.7605,78.3058,0.137058,0.0174052,10.8188,13.044,148.708,463.204,8.85946,25.9016
Down Link,TWT,Periodic,UDP,30.0,5,0.0,7.1336,0.0,,0.0,2.19464,78.4402,425.174,5.58969,22.3296
Down Link,Active,Poisson,TCP,10.0,3,0.0,0.406333,0.0,,0.0,4.14973,94.0466,434.784,18.348,51.5234
Down Link,PSM,Periodic,UDP,40.0,5,0.0,5435.01,0.0,,0.0,1.451,83.1955,423.954,15.4598,40.2113
Down Link,Active,Poisson,TCP,30.0,2,0.0,0.343,0.0,,0.0,5.5616,94.5444,432.542,17.1292,46.5574
Duplex,Active,Poisson,TCP,20.0,5,1.4264,2.1438,0.0727309,0.0526428,3.40452,2.35331,109.97,442.08,25.8484,75.8752
Down Link,PSM,Periodic,UDP,10.0,4,0.0,4865.36,0.0,,0.0,1.6088,82.4924,422.902,13.9418,35.7822
Up Link,TWT,Full Buffer,TCP,10.0,5,41.0652,0.0,,0.0,3.86037,0.0,72.0151,417.75,2.62618,11.8717
Duplex,PSM,Full Buffer,TCP,10.0,5,66.4736,124.119,0.963091,0.0454587,1.15886,4.74037,72.2669,420.098,4.398,15.5625
Up Link,TWT,Full Buffer,TCP,30.0,4,22.9645,0.0,,0.0,4.87519,0.0,69.9256,417.393,3.3155,10.9485
Down Link,Active,Full Buffer,TCP,40.0,3,0.0,32.9033,0.0,,0.0,29.8023,138.232,483.397,11.3269,31.9732
Duplex,Active,Full Buffer,UDP,50.0,4,5561.82,8123.28,97.764,56.998,22.874,2.48522,157.828,433.513,5.47044,16.5872
Duplex,Active,Full Buffer,TCP,30.0,1,3.636,17.605,0.0190032,0.0195478,51.0966,51.9263,183.445,461.442,8.24364,20.9538
Up Link,TWT,Full Buffer,UDP,20.0,2,3767.53,0.0,,0.0,36.9015,0.0,118.51,423.721,3.35737,11.7777
Up Link,Active,Periodic,UDP,50.0,2,0.155,0.0,,0.0,8.01782,0.0,99.8255,422.419,12.1727,39.3616
Up Link,TWT,Full Buffer,TCP,30.0,4,21.1015,0.0,,0.0,4.90938,0.0,70.2212,417.414,2.18827,11.1257
Duplex,Active,Periodic,TCP,50.0,2,0.898,0.9075,0.026656,0.00708109,8.17939,5.45385,117.474,439.587,24.4374,67.2707
Duplex,TWT,Periodic,TCP,10.0,5,10.0222,8.0084,0.839418,0.03398,3.84948,2.46509,90.8384,437.227,7.89591,51.8197
Up Link,TWT,Poisson,TCP,40.0,4,7.00075,0.0,,0.0,4.21011,0.0,84.6741,423.333,6.40172,38.6229
Down Link,Active,Full Buffer,UDP,30.0,1,0.0,1380.64,0.0,,0.0,114.178,146.055,491.973,9.35737,20.3664
Up Link,TWT,Periodic,UDP,30.0,3,6.84,0.0,,0.0,5.48667,0.0,80.222,418.613,4.49635,19.712
Up Link,PSM,Poisson,TCP,30.0,4,162.538,0.0,,0.0,0.773884,0.0,69.2707,417.373,6.02007,20.3673
Down Link,TWT,Periodic,TCP,50.0,3,0.0,7.02,0.0,,0.0,3.62575,74.7665,425.72,7.15471,28.7838
Up Link,TWT,Periodic,UDP,10.0,1,8.266,0.0,,0.0,18.8705,0.0,85.1109,417.884,4.50354,14.5382
Down Link,Active,Full Buffer,UDP,20.0,4,0.0,1117.81,0.0,,0.0,28.6526,143.355,492.016,7.74772,20.8416
Duplex,Active,Poisson,TCP,40.0,4,1.1725,1.60675,0.0540305,0.0263058,3.99751,2.74849,109.962,440.9,25.0875,72.6797
Down Link,TWT,Full Buffer,UDP,10.0,2,0.0,606.176,0.0,,0.0,32.0865,94.6798,459.461,6.39817,20.2664
Up Link,TWT,Full Buffer,UDP,10.0,4,4364.61,0.0,,0.0,30.5935,0.0,116.779,429.775,1.9358,14.4958
Down Link,Active,Periodic,TCP,50.0,2,0.0,0.168,0.0,,0.0,5.44391,94.5006,432.208,17.1833,46.7311
Down Link,Active,Periodic,UDP,10.0,3,0.0,0.162333,0.0,,0.0,4.1991,86.5569,430.351,11.6021,29.2844
Down Link,PSM,Periodic,UDP,40.0,1,0.0,4422.24,0.0,,0.0,2.49049,79.1144,417.738,7.66916,17.3931
Up Link,TWT,Poisson,UDP,50.0,5,7.1764,0.0,,0.0,3.26995,0.0,79.2692,418.795,2.76011,21.1206
Duplex,TWT,Full Buffer,TCP,50.0,2,13.2485,32.8765,0.535842,0.00734444,5.63654,17.2307,71.7894,421.247,3.43556,10.7285
Up Link,PSM,Periodic,TCP,10.0,5,190.105,0.0,,0.0,0.978437,0.0,78.9015,419.066,7.59911,29.2432
Down Link,TWT,Poisson,TCP,50.0,3,0.0,7.057,0.0,,0.0,3.5083,74.3365,425.359,6.8913,27.9576
Up Link,TWT,Poisson,UDP,50.0,1,8.359,0.0,,0.0,16.3181,0.0,81.8915,417.468,4.2711,13.7736
Up Link,PSM,Poisson,UDP,10.0,1,0.166,0.0,,0.0,18.2084,0.0,104.469,423.437,13.3686,43.2978
Duplex,TWT,Periodic,UDP,40.0,4,7.051,7.6505,7.35634,0.0209744,4.04808,2.69706,85.1801,427.952,5.6142,32.0577
Down Link,Active,Poisson,TCP,30.0,3,0.0,0.348333,0.0,,0.0,3.84522,92.6005,433.307,17.2568,48.563
Down Link,TWT,Periodic,UDP,10.0,4,0.0,7.0965,0.0,,0.0,3.14973,81.6562,426.514,6.29791,25.157
Down Link,PSM,Poisson,TCP,10.0,1,0.0,14.312,0.0,,0.0,1.42682,57.666,416.789,4.74529,13.2856
Up Link,TWT,Poisson,TCP,10.0,3,7.20567,0.0,,0.0,6.67314,0.0,88.5774,424.109,9.0729,39.6574
Down Link,Active,Full Buffer,UDP,50.0,3,0.0,1125.95,0.0,,0.0,38.0954,143.002,491.264,7.74845,20.3642
Up Link,PSM,Periodic,UDP,30.0,2,0.215,0.0,,0.0,8.23915,0.0,86.1648,422.616,9.21634,40.1291
Down Link,Active,Poisson,TCP,10.0,5,0.0,0.4186,0.0,,0.0,2.55275,92.3495,435.601,18.5715,53.6264
Up Link,TWT,Full Buffer,UDP,10.0,5,3317.71,0.0,,0.0,23.7666,0.0,112.672,428.202,2.38554,15.241
Down Link,PSM,Poisson,UDP,10.0,1,0.0,3683.78,0.0,,0.0,2.71064,79.3982,417.993,7.86703,17.7568
Duplex,PSM,Full Buffer,UDP,20.0,4,1389.58,2240.07,102.335,98.1022,24.9859,2.61492,61.3786,416.454,3.03912,9.46179
Up Link,TWT,Full Buffer,UDP,10.0,2,3762.26,0.0,,0.0,36.88,0.0,117.736,423.699,2.24066,11.8051
Down Link,PSM,Full Buffer,UDP,20.0,4,0.0,675.642,0.0,,0.0,4.08903,88.084,428.947,13.6099,34.9674
Down Link,TWT,Periodic,TCP,10.0,5,0.0,7.0222,0.0,,0.0,2.57174,77.378,428.686,6.09204,34.1635
Duplex,Active,Poisson,TCP,10.0,2,0.9835,0.9175,0.0168572,0.0213527,9.47859,6.43898,122.065,441.829,25.3958,69.1065
Up Link,TWT,Poisson,UDP,50.0,2,7.287,0.0,,0.0,7.63308,0.0,78.0766,417.919,4.35882,16.9631
Duplex,Active,Periodic,TCP,20.0,4,1.508,2.506,0.0902731,0.0676748,4.33544,2.89208,109.517,440.038,22.9173,66.4663
Up Link,TWT,Full Buffer,TCP,30.0,2,11.2615,0.0,,0.0,8.85207,0.0,71.4308,416.89,3.19821,9.99498
Down Link,TWT,Poisson,UDP,30.0,1,0.0,7.818,0.0,,0.0,11.4857,70.3033,424.03,8.26724,18.4438
Up Link,Active,Poisson,UDP,20.0,5,0.2228,0.0,,0.0,3.3615,0.0,93.3185,422.882,12.8115,41.3348
Duplex,Active,Poisson,UDP,30.0,4,0.62175,0.90675,0.0160115,0.00914176,4.28162,2.66474,104.825,435.561,19.0368,56.0749
Down Link,PSM,Full Buffer,UDP,20.0,4,0.0,684.815,0.0,,0.0,4.04003,87.9989,428.847,13.6981,35.162
Duplex,TWT,Periodic,UDP,10.0,1,20.189,60.825,2.15074,0.0487165,18.8805,12.3517,96.81,427.797,7.78674,20.0819
Duplex,Active,Periodic,UDP,20.0,5,0.6948,0.8186,0.020031,0.0200664,3.39728,2.26834,104.126,436.682,19.6763,58.1071
Down Link,Active,Periodic,UDP,40.0,2,0.0,0.256,0.0,,0.0,5.40562,85.7389,428.157,10.9251,26.3184
Down Link,Active,Poisson,TCP,10.0,4,0.0,0.42675,0.0,,0.0,3.22172,93.3647,435.685,18.7641,53.5901
Duplex,PSM,Periodic,TCP,50.0,5,172.372,94.5594,0.0271542,0.347759,0.380468,0.32306,67.1205,418.052,5.63,19.3561
Down Link,TWT,Full Buffer,TCP,10.0,3,0.0,12.216,0.0,,0.0,22.564,94.7293,467.655,7.53052,34.3922
Down Link,PSM,Periodic,UDP,30.0,2,0.0,5149.28,0.0,,0.0,1.95084,80.1693,419.583,9.86095,24.0435
Up Link,TWT,Periodic,UDP,10.0,2,7.192,0.0,,0.0,9.45882,0.0,83.018,418.882,4.95879,19.5919
Duplex,TWT,Periodic,UDP,20.0,2,8.053,10.197,0.98995,0.0,8.51187,5.61739,89.6066,428.137,7.824,26.9495
Down Link,Active,Periodic,TCP,30.0,3,0.0,0.209667,0.0,,0.0,3.72364,92.183,432.765,16.9928,47.792
Down Link,TWT,Periodic,TCP,40.0,1,0.0,8.242,0.0,,0.0,10.7175,72.1002,424.274,7.69828,19.1031
Up Link,Active,Full Buffer,TCP,30.0,4,14.893,0.0,,0.0,22.0854,0.0,155.889,433.296,8.01077,23.9259
Duplex,PSM,Periodic,UDP,50.0,4,4506.9,5485.27,42.6866,66.2117,1.43006,1.56398,92.7379,424.759,14.677,38.4312
Up Link,Active,Periodic,TCP,30.0,3,0.812333,0.0,,0.0,5.58098,0.0,102.204,429.473,19.6527,56.0914
Down Link,TWT,Poisson,UDP,10.0,4,0.0,7.052,0.0,,0.0,3.22557,80.6501,426.646,6.24422,25.128
Duplex,Active,Full Buffer,UDP,30.0,3,3779.45,5523.22,101.611,47.1697,37.0645,3.55728,167.4,430.849,4.88638,15.2604
Down Link,Active,Periodic,TCP,30.0,3,0.0,0.693667,0.0,,0.0,3.71599,91.7538,432.72,16.4531,46.2789
Up Link,Active,Poisson,UDP,30.0,3,0.203667,0.0,,0.0,5.35283,0.0,95.7156,422.466,12.2342,39.5516
Down Link,Active,Poisson,UDP,10.0,3,0.0,0.187333,0.0,,0.0,4.2791,86.8679,430.739,11.8141,29.7835
